"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
44968824265,3241;2;1;1;5;;;;;;;;;"11/02/2023 19:46:57";"";""
44968824321,2963;2;3;1;5;;;;;;;;;"11/02/2023 19:47:01";"";""
44968824346,3542;2;1;2;1;;;;;;;;;"11/02/2023 19:47:04";"";""
44968824346,3542;2;1;2;2;;;;;;;;;"11/02/2023 19:47:04";"";""
44968824346,3542;2;1;1;25;;;;;;;;;"11/02/2023 19:47:04";"";""
44968824346,3542;2;2;1;5;;;;;;;;;"11/02/2023 19:47:04";"";""
44968824357,9051;2;0;2;1;;;;;;;;;"11/02/2023 19:47:05";"";""
44968824357,9051;2;0;2;2;;;;;;;;;"11/02/2023 19:47:05";"";""
44968824357,9051;2;0;1;25;;;;;;;;;"11/02/2023 19:47:05";"";""
44969479400,7176;2;1;2;19;;;;;;;;;"12/02/2023 11:30:20";"";""
44969479412,2917;2;1;1;16;;;;;;;;;"12/02/2023 11:30:21";"";""
44969479470,1852;2;1;2;31;;;;;;;;;"12/02/2023 11:30:26";"";""
44969479470,1852;2;1;1;25;;;;;;;;;"12/02/2023 11:30:26";"";""
44969479470,1852;2;1;1;15;;;;;;;;;"12/02/2023 11:30:26";"";""
44969479597,5;2;0;2;31;;;;;;;;;"12/02/2023 11:30:37";"";""
44969479597,5;2;0;1;25;;;;;;;;;"12/02/2023 11:30:37";"";""
44969479597,5;2;0;1;15;;;;;;;;;"12/02/2023 11:30:37";"";""
44969479609,0625;2;0;2;19;;;;;;;;;"12/02/2023 11:30:38";"";""
44969479609,0625;2;0;1;16;;;;;;;;;"12/02/2023 11:30:38";"";""
44969569871,7824;2;6;1;16;;;;;;;;;"12/02/2023 13:40:37";"";""
44969569871,7824;2;6;1;25;;;;;;;;;"12/02/2023 13:40:37";"";""
44969569871,7824;2;6;1;15;;;;;;;;;"12/02/2023 13:40:37";"";""
44969599379,213;2;1;1;5;;;;;;;;;"12/02/2023 14:23:06";"";""
44969599460,2083;2;1;2;1;;;;;;;;;"12/02/2023 14:23:13";"";""
44969599460,2083;2;1;2;2;;;;;;;;;"12/02/2023 14:23:13";"";""
44969599460,2083;2;1;1;25;;;;;;;;;"12/02/2023 14:23:13";"";""
44969599460,2083;2;0;1;5;;;;;;;;;"12/02/2023 14:23:13";"";""
44969599471,7708;2;0;2;1;;;;;;;;;"12/02/2023 14:23:14";"";""
44969599471,7708;2;0;2;2;;;;;;;;;"12/02/2023 14:23:14";"";""
44969599471,7708;2;0;1;25;;;;;;;;;"12/02/2023 14:23:14";"";""
"$RT_COUNT$";31;;;;;;;;;;;;;;;
