"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45466202170,0694;2;1;1;5;;;;;;;;;"23/06/2024 04:51:07";"";""
45466202251,0532;2;1;2;1;;;;;;;;;"23/06/2024 04:51:14";"";""
45466202251,0532;2;1;2;2;;;;;;;;;"23/06/2024 04:51:14";"";""
45466202251,0532;2;1;1;25;;;;;;;;;"23/06/2024 04:51:14";"";""
45466202251,0532;2;0;1;5;;;;;;;;;"23/06/2024 04:51:14";"";""
45466202262,6157;2;0;2;1;;;;;;;;;"23/06/2024 04:51:15";"";""
45466202262,6157;2;0;2;2;;;;;;;;;"23/06/2024 04:51:15";"";""
45466202262,6157;2;0;1;25;;;;;;;;;"23/06/2024 04:51:15";"";""
45466202330,787;2;6;1;5;;;;;;;;;"23/06/2024 04:51:21";"";""
45466202330,787;2;6;1;25;;;;;;;;;"23/06/2024 04:51:21";"";""
"$RT_COUNT$";11;;;;;;;;;;;;;;;
