"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45473677044,1782;2;1;1;5;;;;;;;;;"30/06/2024 16:14:57";"";""
45473677125,1505;2;1;2;1;;;;;;;;;"30/06/2024 16:15:04";"";""
45473677125,1505;2;1;2;2;;;;;;;;;"30/06/2024 16:15:04";"";""
45473677125,1505;2;1;1;25;;;;;;;;;"30/06/2024 16:15:04";"";""
45473677125,1505;2;0;1;5;;;;;;;;;"30/06/2024 16:15:04";"";""
45473677136,7593;2;0;2;1;;;;;;;;;"30/06/2024 16:15:05";"";""
45473677136,7593;2;0;2;2;;;;;;;;;"30/06/2024 16:15:05";"";""
45473677136,7593;2;0;1;25;;;;;;;;;"30/06/2024 16:15:05";"";""
"$RT_COUNT$";9;;;;;;;;;;;;;;;
