"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45517550442,3958;2;1;1;5;;;;;;;;;"13/08/2024 13:12:38";"";""
45517550523,4028;2;1;2;1;;;;;;;;;"13/08/2024 13:12:45";"";""
45517550523,4028;2;1;2;2;;;;;;;;;"13/08/2024 13:12:45";"";""
45517550523,4028;2;1;1;25;;;;;;;;;"13/08/2024 13:12:45";"";""
45517550523,4028;2;0;1;5;;;;;;;;;"13/08/2024 13:12:45";"";""
45517550534,9653;2;0;2;1;;;;;;;;;"13/08/2024 13:12:46";"";""
45517550534,9653;2;0;2;2;;;;;;;;;"13/08/2024 13:12:46";"";""
45517550534,9653;2;0;1;25;;;;;;;;;"13/08/2024 13:12:46";"";""
45518298851,9213;2;6;1;5;;;;;;;;;"14/08/2024 07:10:21";"";""
45518298851,9213;2;6;1;25;;;;;;;;;"14/08/2024 07:10:21";"";""
45518571563,8542;2;1;1;5;;;;;;;;;"14/08/2024 13:43:03";"";""
45518571644,838;2;1;2;1;;;;;;;;;"14/08/2024 13:43:10";"";""
45518571644,838;2;1;2;2;;;;;;;;;"14/08/2024 13:43:10";"";""
45518571644,8495;2;1;1;25;;;;;;;;;"14/08/2024 13:43:10";"";""
45518571644,8495;2;0;1;5;;;;;;;;;"14/08/2024 13:43:10";"";""
45518571656,3889;2;0;2;1;;;;;;;;;"14/08/2024 13:43:11";"";""
45518571656,3889;2;0;2;2;;;;;;;;;"14/08/2024 13:43:11";"";""
45518571656,3889;2;0;1;25;;;;;;;;;"14/08/2024 13:43:11";"";""
45519305374,8495;2;6;1;5;;;;;;;;;"15/08/2024 07:19:44";"";""
45519305374,8495;2;6;1;25;;;;;;;;;"15/08/2024 07:19:44";"";""
45519564120,7176;2;1;1;5;;;;;;;;;"15/08/2024 13:32:20";"";""
45519564201,7708;2;1;2;1;;;;;;;;;"15/08/2024 13:32:27";"";""
45519564201,7708;2;1;2;2;;;;;;;;;"15/08/2024 13:32:27";"";""
45519564201,7708;2;1;1;25;;;;;;;;;"15/08/2024 13:32:27";"";""
45519564201,7708;2;0;1;5;;;;;;;;;"15/08/2024 13:32:27";"";""
45519564213,3333;2;0;2;1;;;;;;;;;"15/08/2024 13:32:28";"";""
45519564213,3333;2;0;2;2;;;;;;;;;"15/08/2024 13:32:28";"";""
45519564213,3333;2;0;1;25;;;;;;;;;"15/08/2024 13:32:28";"";""
45520356003,4375;2;6;1;5;;;;;;;;;"16/08/2024 08:32:39";"";""
45520356003,4375;2;6;1;25;;;;;;;;;"16/08/2024 08:32:39";"";""
"$RT_COUNT$";31;;;;;;;;;;;;;;;
