"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45495275889,0741;2;1;1;5;;;;;;;;;"22/07/2024 06:37:17";"";""
45495275910,625;2;3;1;5;;;;;;;;;"22/07/2024 06:37:19";"";""
45495275970,1042;2;1;2;1;;;;;;;;;"22/07/2024 06:37:24";"";""
45495275970,1042;2;1;2;2;;;;;;;;;"22/07/2024 06:37:24";"";""
45495275970,1042;2;1;1;25;;;;;;;;;"22/07/2024 06:37:24";"";""
45495275970,1042;2;2;1;5;;;;;;;;;"22/07/2024 06:37:24";"";""
45495275981,6551;2;0;2;1;;;;;;;;;"22/07/2024 06:37:25";"";""
45495275981,6551;2;0;2;2;;;;;;;;;"22/07/2024 06:37:25";"";""
45495275981,6551;2;0;1;25;;;;;;;;;"22/07/2024 06:37:25";"";""
45496035185,7292;2;6;1;25;;;;;;;;;"23/07/2024 00:50:40";"";""
"$RT_COUNT$";11;;;;;;;;;;;;;;;
