"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45492613559,1435;2;1;1;5;;;;;;;;;"19/07/2024 14:43:32";"";""
45492613640,1389;2;1;2;1;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;1;2;2;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;1;1;25;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;0;1;5;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613651,7014;2;0;2;1;;;;;;;;;"19/07/2024 14:43:40";"";""
45492613651,7014;2;0;2;2;;;;;;;;;"19/07/2024 14:43:40";"";""
45492613651,7014;2;0;1;25;;;;;;;;;"19/07/2024 14:43:40";"";""
"$RT_COUNT$";9;;;;;;;;;;;;;;;
