"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
44963108749,6991;2;1;1;5;;;;;;;;;"06/02/2023 02:36:36";"";""
44963108830,6829;2;1;2;1;;;;;;;;;"06/02/2023 02:36:43";"";""
44963108830,6829;2;1;2;2;;;;;;;;;"06/02/2023 02:36:43";"";""
44963108830,6829;2;1;1;25;;;;;;;;;"06/02/2023 02:36:43";"";""
44963108830,6829;2;0;1;5;;;;;;;;;"06/02/2023 02:36:43";"";""
44963108842,2917;2;0;2;1;;;;;;;;;"06/02/2023 02:36:44";"";""
44963108842,2917;2;0;2;2;;;;;;;;;"06/02/2023 02:36:44";"";""
44963108842,2917;2;0;1;25;;;;;;;;;"06/02/2023 02:36:44";"";""
44963108905,2199;2;6;1;5;;;;;;;;;"06/02/2023 02:36:49";"";""
44963108905,2199;2;6;1;25;;;;;;;;;"06/02/2023 02:36:49";"";""
"$RT_COUNT$";11;;;;;;;;;;;;;;;
