"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45537537059,8264;2;1;1;5;;;;;;;;;"02/09/2024 12:53:22";"";""
45537537140,8333;2;1;2;1;;;;;;;;;"02/09/2024 12:53:29";"";""
45537537140,8333;2;1;2;2;;;;;;;;;"02/09/2024 12:53:29";"";""
45537537140,8333;2;1;1;25;;;;;;;;;"02/09/2024 12:53:29";"";""
45537537140,8333;2;0;1;5;;;;;;;;;"02/09/2024 12:53:29";"";""
45537537152,419;2;0;2;1;;;;;;;;;"02/09/2024 12:53:30";"";""
45537537152,419;2;0;2;2;;;;;;;;;"02/09/2024 12:53:30";"";""
45537537152,419;2;0;1;25;;;;;;;;;"02/09/2024 12:53:30";"";""
45538350041,4699;2;6;1;5;;;;;;;;;"03/09/2024 08:24:04";"";""
45538350041,4699;2;6;1;25;;;;;;;;;"03/09/2024 08:24:04";"";""
45538350164,537;2;1;1;25;;;;;;;;;"03/09/2024 08:24:14";"";""
45538350176,1111;2;0;1;25;;;;;;;;;"03/09/2024 08:24:15";"";""
45538350752,662;2;6;1;25;;;;;;;;;"03/09/2024 08:25:05";"";""
"$RT_COUNT$";14;;;;;;;;;;;;;;;
