"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45492613559,1435;2;1;1;5;;;;;;;;;"19/07/2024 14:43:32";"";""
45492613640,1389;2;1;2;1;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;1;2;2;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;1;1;25;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613640,1389;2;0;1;5;;;;;;;;;"19/07/2024 14:43:39";"";""
45492613651,7014;2;0;2;1;;;;;;;;;"19/07/2024 14:43:40";"";""
45492613651,7014;2;0;2;2;;;;;;;;;"19/07/2024 14:43:40";"";""
45492613651,7014;2;0;1;25;;;;;;;;;"19/07/2024 14:43:40";"";""
45492810508,7963;2;6;1;5;;;;;;;;;"19/07/2024 19:27:08";"";""
45492810508,7963;2;6;1;25;;;;;;;;;"19/07/2024 19:27:08";"";""
45492841050,1736;2;1;1;5;;;;;;;;;"19/07/2024 20:11:07";"";""
45492841064,3403;2;3;1;5;;;;;;;;;"19/07/2024 20:11:08";"";""
45492841131,1343;2;1;2;1;;;;;;;;;"19/07/2024 20:11:14";"";""
45492841131,1343;2;1;2;2;;;;;;;;;"19/07/2024 20:11:14";"";""
45492841131,1343;2;1;1;25;;;;;;;;;"19/07/2024 20:11:14";"";""
45492841131,1343;2;2;1;5;;;;;;;;;"19/07/2024 20:11:14";"";""
45492841142,7199;2;0;2;1;;;;;;;;;"19/07/2024 20:11:15";"";""
45492841142,7199;2;0;2;2;;;;;;;;;"19/07/2024 20:11:15";"";""
45492841142,7199;2;0;1;25;;;;;;;;;"19/07/2024 20:11:15";"";""
45492841145,9028;2;6;1;25;;;;;;;;;"19/07/2024 20:11:15";"";""
45493575445,1505;2;1;1;25;;;;;;;;;"20/07/2024 13:48:38";"";""
45493575456,7245;2;0;1;25;;;;;;;;;"20/07/2024 13:48:39";"";""
"$RT_COUNT$";23;;;;;;;;;;;;;;;
