"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45531842697,6157;2;1;1;5;;;;;;;;;"27/08/2024 20:13:29";"";""
45531842713,0556;2;3;1;5;;;;;;;;;"27/08/2024 20:13:30";"";""
45531842778,5764;2;1;2;1;;;;;;;;;"27/08/2024 20:13:36";"";""
45531842778,5764;2;1;2;2;;;;;;;;;"27/08/2024 20:13:36";"";""
45531842778,5764;2;1;1;25;;;;;;;;;"27/08/2024 20:13:36";"";""
45531842778,5764;2;2;1;5;;;;;;;;;"27/08/2024 20:13:36";"";""
45531842790,1389;2;0;2;1;;;;;;;;;"27/08/2024 20:13:37";"";""
45531842790,1389;2;0;2;2;;;;;;;;;"27/08/2024 20:13:37";"";""
45531842790,1389;2;0;1;25;;;;;;;;;"27/08/2024 20:13:37";"";""
"$RT_COUNT$";10;;;;;;;;;;;;;;;
