"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45514070302,3611;2;1;1;25;;;;;;;;;"10/08/2024 01:41:14";"";""
45514070313,9468;2;0;1;25;;;;;;;;;"10/08/2024 01:41:15";"";""
45514238162,8588;2;1;1;25;;;;;;;;;"10/08/2024 05:42:57";"";""
45514238174,4329;2;0;1;25;;;;;;;;;"10/08/2024 05:42:58";"";""
45514292550,0579;2;1;1;5;;;;;;;;;"10/08/2024 07:01:16";"";""
45514292575,3009;2;6;1;25;;;;;;;;;"10/08/2024 07:01:19";"";""
45514292575,3009;2;3;1;5;;;;;;;;;"10/08/2024 07:01:19";"";""
45514292631,088;2;1;2;1;;;;;;;;;"10/08/2024 07:01:23";"";""
45514292631,088;2;1;2;2;;;;;;;;;"10/08/2024 07:01:23";"";""
45514292631,088;2;1;1;25;;;;;;;;;"10/08/2024 07:01:23";"";""
45514292631,088;2;2;1;5;;;;;;;;;"10/08/2024 07:01:23";"";""
45514292642,6273;2;0;2;1;;;;;;;;;"10/08/2024 07:01:24";"";""
45514292642,6273;2;0;2;2;;;;;;;;;"10/08/2024 07:01:24";"";""
45514292642,6273;2;0;1;25;;;;;;;;;"10/08/2024 07:01:24";"";""
45514292656,331;2;6;1;25;;;;;;;;;"10/08/2024 07:01:26";"";""
45515079320,0694;2;1;1;25;;;;;;;;;"11/08/2024 01:54:13";"";""
45515079331,6088;2;0;1;25;;;;;;;;;"11/08/2024 01:54:14";"";""
"$RT_COUNT$";18;;;;;;;;;;;;;;;
